text,sentiment
ধন্যবাদ ভাইয়া,positive
"ভাই , এই ভিডিওতে এনিমেশন গুলো কোন সফটওয়ার দিয়ে করলেন, জানাবেন , প্লিজ... চমৎকার ভিডিও করলেন।",positive
সর্ববৃহৎ অনলাইন শিক্ষামূলক প্ল্যাটফর্ম সেখানে প্রতিদিন প্রায় লাখের মতো শিক্ষার্থীদের বিনামূল্যে শিক্ষা প্রদান করা হয়।,positive
"৫টি কাজ করুন, জব আপনার পেছনে ছুটবে ১। হাজারো ক্যারিয়ার থেকে আপনার সাথে কোন ক্যারিয়ারটি ম্যাচ করে তা বাছাই করুন। ২। সেই ক্যারিয়ারে ভালো করতে হলে তার জন্য দারুণ প্রস্তুতি নেয়া শুরু করুন সঠিক প্লান করে, এলোমেলো প্রস্তুতি নিলে ক্যারিয়ার এলোমেলো হয়ে যাবে। ৩। একটা ভালো রেজাল্ট বেইজড সিভি তৈরি করুন। ৪। কমিউনিকেশন স্কিলস বাড়াতে থাকুন। মানুষের যোগাযোগা বাড়ান এবং সুসম্পর্ক গড়ে তুলুন। ৫। স্পোকেন ইংলিশ শিখতেই হবে। শিখে ফেলুন। এই ৫টি কাজ করতে পারলে আপনার সাথে যায় এমন জব আপনাকেই খুঁজবে।",neutral
ট্রাপিজিয়াম এর উচ্চতা কিভাবে বের করবো?,neutral
কিন্তু রম্বসের ক্ষেত্রফল তো এই নিয়ম মানে না ভাইয়া,negative
ভালোবাসার আরেক নাম আইমান সাদিক।,positive
ক্লাসের সময় টা দৈনন্দিনের,neutral
দারুন তো!,positive
রম্বসের ক্ষেত্রফল কি এই ফর্মুলায় বের করা যায়?,neutral
ভাইয়া বৃত্তেরটা কীভাবে হবে ???,neutral
"ধন্যবাদ,বৃত্তের ক্ষেত্রফল কি হবে?--মামুন.pb",neutral
"সত্যিই এটি একটি অসাধারন ভিডিও। Hey, Dear viewers if you want to be expert in English, all you can visit our channel Englishlabbd. com, alright?",positive
খুবই চৎমকার,positive
দারুণ। কিন্তু ভাইয়া আপনি তো সামান্তরিক উচ্চারণ করতেছেন। এটা কি সামন্তরিক হবে না?,neutral
"ভাই, চরম হইছে। কিন্তু রম্বসের ব্যাখাটা পাইলাম না,,,,,",positive
ওয়াও,positive
ভাইয়া বৃত্ত সম্পর্কে কিছু দেন,neutral
চমৎকার,positive
Ten Minute School এর সর্ব প্রথম এই ভিডিওটি দেখেছিলাম।,neutral
"সব shape ki ata dia hoba. ষড়বুজ, বা চার এএর অধিক বাহু বিশিষ্ট shape র ক্ষেত্রে কি এই সূত্র হবে?",neutral
"অথচ আমরা ছোট বেলায় ঠাডায়ে মুখস্থ করতাম "" ত্রিভুজের ক্ষেত্রফল = হাপিন্টুভূমিন্টুচ্চতা "" ভাইয়া কই ছিলা তখন তুমি ???",neutral
"এই ভিডিও দেখে যা বুঝলাম... বারোটা বছর ধরে আমাকে ধোঁকা দিয়ে বোকা বানিয়ে রেখেছে স্কুল, কলেজ এবং আমাদের শিক্ষাব্যবস্থা!",positive
ভাইয়া আমি আশা সামনে JSC Exam তুমি যদি help করতা তা হলে ভালো হয়। কি ভাবে Exam copy লিখবো। plz বলো,neutral
ভালো লাগছে,positive
২০২৩ সাল..হোয়াট অ্যা চেঞ্জ,positive
অসাধারণ ভাই।,positive
ক্ষেত্রফল বের করার জন্য আমরা ভূমি আর উচ্চতা গুন করি কেনো? ক্ষেত্রফল জিনিসটা মুলত কি?,neutral
"ভাই আমি এ বার H S C তে উতলাম, সায়েন্স।ভাই কণ লেখকের বই নিব।",neutral
রম্বসের ক্ষেত্রে কি হবে ? এই ভাবে কি সম্ভব ?,neutral
বেস্ট ছিল,positive
"আমার একটি প্রস্তাব, আপনাদের এই চ্যানেলে ৫ম,৮ম, ৯ম-১০ শ্রেণীর গণিত গুলো অনুশীলনী ভিত্তিক আপলোড করলে ভালো হয় ৷ প্রতিটা অংকের জন্যে একটা ভিডিও ৷ এটি হবে privet tutor এর বিকল্প ৷ যেমন, ,,,GS ONLINE TUTOR চ্যানেলটি, এতে আপনাদের Subscriber বেড়ে যাবে ৷ শফী, 01726820005,01815702131",neutral
"নিজের উন্নয়ন,ধনী হওয়ার জন্য প্রয়োজনীয় বিষয়,এরকম অনেক বিষয়ে আমরা ভিডিও বানিয়ে থাকি। একবার আমাদের চ্যানেল ভিজিট করুন,,,আপনার সত্যিই ভাল লাগবে....",positive
বৃত্তের ক্ষত্রফল তো বের হয় না,neutral
আমিও প্রথম ভিডিও টি দেখে ফেললাম।,neutral
এই ফর্মুলা টা আমি নিজে থেকেই শিখছিলাম,neutral
জ্যামিতি যে এত সহজ তা আগে জানতাম না!!!!!,neutral
রম্বস এর ক্ষেত্রফল কী?!,neutral
"ভাইয়া,বৃত্তের ক্ষেত্রে..?",neutral
তাহলে সামান্তরিক এবং রম্বস এর ক্ষেত্রফল কিভাবে হবে.!!!! এদের উচ্চতা তো জানা নেই.।।,neutral
ssc বীজগাণিতিক রাশি সম্পুর্ন অধ্যায়। ক্লাস দিবেন,neutral
সব যদি একই হয় তাহলে নাম আলাদা হলো কেন ব্যাখ্যা।,neutral
"ত্রিভুজ এর প্রকারভেদ গুলোর সূত্র নিয়ে বলেন?সমবাহু, সমদ্বিবাহু....",neutral
বাহ্ দারুন তো,positive
বৃত্ত....??? বৃত্ত কিভাবে হবে....?? বৃত্তের কি ভূমি আছে......???,neutral
"সমবাহ, সমদ্বিবাহু ত্রিভুজের ক্ষেত্রে তো হয় না ভাইয়া",neutral
গেন্জি থেকে ব্লেজার ️️️,neutral
কিন্তু আমাদের sir ত এটা মান তে চায় না।,neutral
ইয়া আল্লাহ।। ই কারে দেখিয়ার,negative
"ইসসস,ai formula jodi school life e petam",neutral
"আগুন সমস্যা সমাধান,,,,ভাই",positive
গণিতের শিক্ষক লাগবে কি আপনাদের??,neutral
"আমি যখন স্কুলে পড়তাম তখন যদি এই ভিডিওটা পেতাম :( তাহলে আর গাধার মতো মুখস্ত করা লাগতো না,ত্রিভুজের ক্ষেত্রফল =""হাপিন্টু ভুমিন্টু উচ্চতা""",neutral
অসাধারণ,positive
বৃত্ত এর ফর্মুলাটা বাদ পরল কেন..?,neutral
"ভাইয়া class 1 ar এিভুজ,রম্বস কাকে বলে এগুলো একটু দেন আমার ভাইকে পরাবো",neutral
ভাইয়া রম্বসের ক্ষেত্রফল কই????????????,neutral
খুব ভাল কাজ,positive
২০২২ এ এসে কারা কারা দেখছেন?,neutral
Baia সবগুলা সামান্তরিক কি ভাবে কারণ এর definition এ তো কণদ্বয় তো অসমান???,neutral
"simple ফর্মুলা,,,,,,,,",positive
আদিম কালের আয়মান ভাইকে দেখতে আসছি....২০১৯ এ....,neutral
"ভাইয়া,বৃত্তের ক্ষেত্রফল ও কি একই রুলস এর মাধ্যমে হবে...??..",neutral
রম্বসের টা Explain করেন,neutral
আগে ভাইয়া দেখতে এমন ছিলেন,neutral
মাথা ঘুড়ায়,negative
ভাই অনেক রোগা রোগা লাগছে,neutral
বাই তুমি কী প্রতিদিন লাইভ এ আসো,neutral
বরগ কাকে বলে? ঘন কাকে বলে?,neutral
কখন শুরু করেন,neutral
please রম্বসেরটা বলেন,neutral
সবই তো বুঝলাম কিন্তু ক্ষেত্রফল=ভুমি * উচ্চতা এটা কি করে আসলো,neutral
রম্বস এর ক্ষেত্রফলটা হবেনা,neutral
ভাইয়া রম্বস কিভাবে?,neutral
2021 সালে এসে দেখছি,neutral
বৃত্ত এর ফরমুলা কি,neutral
‌রোগা আয়মান ভাই!!!!:JANNATUL RABAYA(DAUGHTER OF M A QUDDUS),neutral
vai রম্বস এর কক্সেত্রফল bllen na to,neutral
কেনো এতোদিন দেখলাম না,neutral
রম্বসের টা তো বললেন না...!!!,neutral
bro রম্বসের টা ?????,neutral
ভাই রোটওভার কি?,neutral
দারুন,positive
"ট্রাপিজিয়ামের টা হয় নি,",neutral
২০২১ সালে কে কে দেখছো ?,neutral
ইস্ যদি আগে এটা জানতাম,neutral
আমরা কেন চাকরি পাই না বা কেনইবা ভালো বেতন পাই না? http://www.ourcareerlife.com/2018/01/reasons-not-getting-jobs.html,neutral
কত ছোট ছিলেন,neutral
সম্পূর্ণ ব্যাখ্যাটা উল্টো হয়েছে।আসলে সব ক্ষেত্রফল আসচ্ছে বর্গের সাথে তুলনা করে।,neutral
কথা বলার সময় বেঙ্গ রাউন্ড সাউন্ড টা বালো লাগে না??,neutral
রম্বস তো মিললো না?? :-/,neutral
রম্বস তো মিললো না?? :-/,neutral
রম্বস হয় না..,neutral
tutorial a background music দেয়া ঠিক না!!!!!!!!!!! lesson বুজা যায় না!!!!!!!!!!!!!!!!!!!!!,neutral
হুম,neutral
অার বৃত্ত????????,neutral
রম্বস??,neutral
গ.সা.গু র কমেন্ট ট খুঁজতে আসছি...,neutral
অসাধারণ ক্লাস স্যার। ইন্ডিয়া থেকে দেখছি। কাল কলেজে তৃতীয় বর্ষের পরীক্ষা আছে। আপনার ভিডিও না দেখলে এই অংক গুলো পারতাম না। সেই ক্লাস ১২ এ করেছিলাম। আবার ঝালাই করে নিলাম। অসংখ্য ধন্যবাদ স্যার। ঈশ্বর আপনাদের মঙ্গল করুক।,neutral
"অন্যরকম পাঠশালার ভিডিওগুলো যে কতোটা effective এটা বলে বুঝানো যাবেনা, HSC তে এই ভিডিওগুলো দেখে concept clear করতাম জন্যই আজ বুয়েটে পড়তে পারতেছি, অন্যকে কিছু শেখানোর যোগ্যতা অর্জন করতে পেরেছি",neutral
OMG ......ভাইয়া ধন্যবাদ বলে ছোট করতে চাই না। শুধু বলতে চাই অন্যরকম পাঠশালা আরও এগিয়ে যাক।,positive
"কৃতজ্ঞতা না জানিয়ে আর পারলাম না,, অনেক অনেক ধন্যবাদ, অনেক অনেক ভালোবাসা",positive
"অনেক ধন্যবাদ বড় ভাই ,এগুলো ধরে খুব চিন্তায় ছিলাম ,এ ভিডিও টা দেখার পর একটু ভরসা পেলাম বাইনারির যোগ-বিয়োগের বিষয়ে",positive
"অতুলনীয় ক্লাস, স্যার।আগাম ক্লাস আরো ভালো হওয়ার জন্য শুভকামনা রইল ️",positive
"অন্নেক ধন্যবাদ ভাই আপনাদের, এরকমই কিছু চাচ্ছিলাম। কত বড় উপকার হইল বলে প্রকাশ করা যাবে না।",positive
আপনারা ছিলেন বলেই ভাইয়ের হাতের ধোলাই থেকে বেঁচে গেলাম।️️,positive
কোটি বছর বেঁচে থাকুক আমাদের অন্যরকম পাঠশালা।,positive
ধন্যবাদ স্বল্পভাষী ভাবে যোগ বিয়োগ গুন ভাগ বোঝানোর জন্য।,positive
জাজাকাল্লাহ খাইরান নতুন কিছু শিখতে পেরে ভালো লাগলো।,positive
"অতুলনীয় ক্লাস, স্যার।আগাম ক্লাস আরো ভালো হওয়ার জন্য শুভকামনা রইল ️",positive
"অন্নেক ধন্যবাদ ভাই আপনাদের, এরকমই কিছু চাচ্ছিলাম। কত বড় উপকার হইল বলে প্রকাশ করা যাবে না।",positive
আপনারা ছিলেন বলেই ভাইয়ের হাতের ধোলাই থেকে বেঁচে গেলাম।️️,positive
কোটি বছর বেঁচে থাকুক আমাদের অন্যরকম পাঠশালা।,positive
ধন্যবাদ স্বল্পভাষী ভাবে যোগ বিয়োগ গুন ভাগ বোঝানোর জন্য।,positive
জাজাকাল্লাহ খাইরান নতুন কিছু শিখতে পেরে ভালো লাগলো।,positive
অনেক অনেক ধন্যবাদ ভাইয়া।এত সহজে সুন্দর করে বুঝিয়ে দেওয়ার জন্য,positive
উদ্ভাস কোচিং মানেই outstanding...,positive
অভিনন্দন অন্যরকম পাঠশালা for 1Million View this Video,positive
অসংখ্য ধন্যবাদ ভাইয়া আপনাকে,positive
"আল্লাহ কতো সুন্দর করে বলছে ভাষায় প্রকাশ করতে প্রকাশ পারবো না। আল্লাহ উনার ভালো করুন। এগিয়ে যান ভাই ,,,,,,,,",positive
পদার্থবিজ্ঞানের জন্য পড়তে আসলাম।। ২০২২ ধন্যবাদ স্যার,neutral
চার বছর আগের ভিডিও দেখেও এখন সমস্যা পুরোপুরি ক্লিয়ার,neutral
মাশা-আল্লাহ খুবই সুন্দরভাবে উপস্থাপন করেছেন। আপনার বোঝানোর স্টাইলটা চমৎকার কিন্তু আপনার চোখে মুখে একটু ভয় কাজ করতেছে। এই ভয়টা দূর করুন সামনে এগিয়ে যান। শুভকামনা রইল,positive
ধন্যবাদ ভাইয়া এতো সুন্দর করে বোঝানোর জন্য,positive
আমি অংক গুলো করছিলেন আর আমি আপনার সাথেই খাতাতেও করছিলাম সত্যি কোন ভাষা নেই আপনাকে বলার মতো Just awesome️ Carry on sir,positive
অন্যরকম পাঠশালার প্রথম মিলিয়ন ভিউ।,positive
দাদার ক্লাস লেকচার গুলো অসাধারন লাগে ।,positive
"সুন্দর ক্লাস,,, অনকে ধন্যবাদ স্যার",positive
"অনেক ধন্যবাদ,কালকে আমার আইসিটি পরীক্ষা, আজকে এই বিয়োগের কনফিউশানটা দূর হলো!আপনাকে অসংখ্য ধন্যবাদ",positive
"অনেক ধন্যবাদ,,,, খুবই উপকৃত হইলাম",positive
"অন্য রকম পাঠশালায় আসি ""অন্যরকম বাংলাদেশের স্বপ্ন নিয়ে""। অন্যরকম পাঠশালা,আপনাদের কার্যক্রম সেরার ভালা। ভালোবাসা অবিরাম।",positive
অসংখ্য ধন্যবাদ ভাইয়া.....,positive
ক্লাস টা অসাধারণ ছিল...,positive
সৌরভ ভাই আলাদা জিনিস️️,positive
রাত ১.৫০। মাথার মধ্যে প্যাচ লেগে গেল আর এমনি ইউটিউব এ সার্চ দিলাম। পেয়ে ও গেলাম। ধন্যবাদ আপনাদের।,positive
অসাধারণ ক্লাস,positive
আপনাকে অনেক ধন্যবাদ। খুবই উপকার হলো।,positive
"আপনি জটিল নিয়ম প্রয়োগ করেছেন,,,,,,",negative
আপনাকে অনেক অভিনন্দন,positive
অনেক সুন্দর করে বুঝলাম ধন্যবাদ ভাই,positive
স্যার দারুন বুঝান,positive
"সহজ উদাহরন ভালো,,,,,",positive
ধন্যবাদ না দিয়ে পারলাম না ভাইয়া।,positive
দাদা তোমার ক্লাস টা খুব ভালো লাগল,positive
উপকারী টিউটোরিয়াল। ভালো হয়েছে।,positive
"স্যার , বিয়োগের ক্ষেত্রে 0-1 = 1, Carry 1 হয়না , Borrow 1 হয়",neutral
ধন্যবাদ ভাই আপনাদের,positive
"But, ভাগ এর জটিল প্রসেস গুলোর উদাহরণগুলো দেখালে আরো ভালো হতো",neutral
অনেক সহজে বুঝতে পারসি বাইনারি।tnxx a lot,positive
৮ হাজার লাইক!! এতো লাইক অন্যরকম পাঠশালার অন্য ভিডিয়োগুলোতে খুব কমই হয়েছে।,positive
ভাইয়া অনেক অনেক ধন্যবাদ...কালকে আমার বাইনারি নিয়ে কুইজ আছে আর এই ভিডিও টা খুব খুব help korlo আপনার জন্য অনেক অনেক দোয়া রইলো ভাইয়া,positive
অসংখ্য ধন্যবাদ,positive
ভাই আপনাকে ধন্যবাদ,positive
আবারও ২ বছর পর ভিডিও টি দেখতে আসলাম !,positive
ধন্যবাদ ভাইয়া,positive
আপনি খুব ভাল পড়ান,positive
ভাইয়া তবুও আমার কিছু সৃজনশীল করতে খুব অসুবিধা হচ্ছে। ভাইয়া যদি একটু সাহায্য করতেন উপকার হতো,neutral
ভাই সংখ্যা পদ্ধতির গঠনের ভিডিও টা দরকার ??,neutral
সহজ নিয়ম রেখে কঠিন নিয়মে করানোর মানে কি?,neutral
(+70) - (+33) এটার বিয়োগটা কিভাবে হবে যদি কেউ ডিটেইলস এ বলতেন খুব উপকৃত হতাম,neutral
অসাধারণ,positive
"sir,বাইনারি থেকে কিভাবে ডেসিমেলে কনভার্ট করলেন এটা যদি একটু বলতেন",neutral
"আচ্ছা ভাইয়া,,, ক্যালকুলেটর ব্যবহার করে করা যায় না???? প্লিজ একটু যদি বলতেন।।।বি.দ্রঃদশমিক যুক্ত বাইনারি সংখ্যা",neutral
ভাইয়া ভাগ এর সময় দশমিক এর নিয়ম দেখান নাই কেন,neutral
"স্যার,,, ২ এর পরিপূরক এ কখনো ৮ বিট কখনো ১৬ বিট নিতে হয়।কিভাবে বুঝবো কখন ৮ বিট অার কখন ১৬ বিট নিতে হবে। class den akta sir ai topik a",neutral
অনেক সহজভাবে বুঝলাম thanks,positive
এতো ভালো লাগলো ভিডিওটা,positive
এতদিন পরে বিয়োগ বুজলাম,positive
সুপার ভাই,positive
সুন্দর ভিডিও,positive
৬ বছর পর দেখতেছি(২৩),neutral
"ভুলে শেষ নেই,,, ভা* -৫৫ এর বাইনারি হাহাহা বাইনারি ভাগ",neutral
শুধুমাত্র বাইনারি বিয়োগ নিয়েই বিশাল একটা ক্লাস নেয়া যায় ভাই। পুরাই প্যাচানো একটা বিষয়,neutral
"স্যার আমি একাদশ শ্রেণীতে নতুন উঠেছি, এখন আমি চাই আই সি টি সম্পর্কে কিছুটা ধারণা নিতে ইউটিউব থেকে, যদি আপনাদের কোনো শুরু থেকে ভিডিও থাকলে বলবেন যেটা বইয়ের প্রথম থেকে থাকবে",neutral
Most popular video অন্যরকম পাঠশালা,positive
"স্যার, বিয়োগের ক্ষেত্রে তো ক্যারি থাকে না সেটাকে ধার বলে। ক্যারি বললেন যে!!!",negative
অনেক সুন্দর ক্লাস এটা। ধন্যবাদ আপনাকে,positive
আলহামদুলিল্লাহ অনেক কিছু শিখতে পারলাম,positive
ধন্যবাদ ভাইয়া।মাথায় বারটা বাজছিল বাইনারি নিয়ে।,positive
আপনাকে যে কি বলে ধন্যবাদ দেবো জানিনা,positive
ধন্যবাদ,positive
ভাইয়া বিয়োগ টা ভালো মতো বুঝতে পারি নি,negative
ভাই আপনি যে পারেন ওটা সবাই জানি!কিন্তু এত তাড়াতাড়ি করলে তো কিছুই বুঝা যাবে না,negative
আরেকটু ধরি বোঝালে বুঝতে সুবিধা হয়,negative
স‍্যার আসসালামু আলাইকুম স‍্যার বুলিয়ান গনিত ও সাধারন গনিত এর পার্থক্য টা দিবেন plz plz,neutral
0 থেকে ১ বিয়োগ করে কিভাবে ১ হয় সেটা বলেন,neutral
ভালো,positive
বাইনারি যোগ বিয়োগ এক সাথে দেখতে চাই,neutral
ভাগের ক্ষেত্রে তো প্যাচ লেগে গেল ভাইয়া।,negative
বাংলাদেশের টিউটোরিয়ালগুলোর এই একটা সমস্যা। সহজ বিষয়গুলোকেও কঠিন করে বোঝায়।,negative
"ভাই 1011=11, 101=5 এবং 110=6 এটা কি ভাবে হলো বুঝলাম না। তাই একটু ব্যাখ্যা করে বললে উপকৃত হতাম।",neutral
১-০ বিয়োগ করছেন সেটা তো ভুল হয়েছে দাদা একটা,negative
ভাগ করানো ঠিকমত বোঝানো যাই নি। অন্যগুলো মোটামুটি ভাল বুঝেছি।,negative
আসসালামুআলাইকুম ভাইয়া।বাইনারি ছোট সংখ্যা থেকে বড় সংখ্যা বিয়োগ করব কিভাবে?,neutral
ভাইয়া বাইনারী থেকে দশমিকে প্রকাশ মুখে মুখে কিভাবে করলেন বুঝিনাই ভাইয়া....,negative
"নবম,দশম, একাদশ ও দ্বাদশ শ্রেণির জন্য পড়াশোনার অন্যতম প্লাটফর্ম ঃ https://www.youtube.com/channel/UC31Mp8vyWilzVb35s30Rr1A https://www.facebook.com/wsirtutorialhome/",neutral
দশমিক যুক্ত বাইনারি কি ক্যালকুলেটরে যোগ বিয়োগ করা যায়???? জানাবেন প্লিজ,neutral
0:05 কেনো আমরা ভিডিওগুলো করছি? উত্তরঃ কারণ আপনাদের টাকার দরকার!,negative
"তোমাদের যাদের নিকট এইচএসসি আইসিটি বিষয়টি খুব বেশি জটিল মনে হয়, তারা আমার চ্যানেলের ভিডিও্ https://youtu.be/5_zLnJioH08 গুলো দেখতে পারো।আমি মানবিক বিভাগের একজন শিক্ষক হিসেবে চেষ্টা করি অত্যন্ত সহজ করে, তোমাদের লেবেলের কথা চিন্তা করে ভিডিও্ করতে।ফলে অন্যান্য যে কোন আইসিটির শিক্ষকের চেয়ে আমার দেয়া ভিডিও্ গুলো বেশ সহজ হবে।আশাকরি, তোমরা উপকৃত হবে।",neutral
অ‌নেক সুন্দর,positive
আর একটু আছতে বুঝালে ভালো হয়,negative
৮ বিট রেজিস্টেশন ব্যবহার করে (১১১)১০ থেকে (১০১)১০ বিয়োগ কর।একটু সমাধান চাই,neutral
এতো সহজ উদাহরণ কেন... একটু কঠিন উদাহরণ দিয়ে kindly অংঙ্ক করবেন...,neutral
ভাই আপনার ফেসবুক আইডি টা দিবেন,neutral
মাথা নষ্ট,negative
নিজে বুঝলে হবে?,negative
বাইনারি কাকে বলে???,neutral
3+5=10 এটা একটু ব্যাখ্যা করে বলবেন Please,neutral
সব িই ত 2 লাইনের বিয়োগ 3/4/5 লাইনের বিয়োগ কিভাবে করব???,neutral
"০থেকে১ বিয়োগ করলে হাতে ১ বলা যাবেনা, বলতে হবে ধার ১...ok",neutral
পদার্থ বিজ্ঞানের বিভিন্ন গানিতিক সমস্যার সমাধান পেতে সাবস্ক্রাইব করুন SUBSCRIBE FOR HSC Physics Tutorial SIYAM ACADEMY,neutral
ভাল ভাবে বুঝতে পারলাম না।।,negative
সেই গধ বাধা নিয়ম।,negative
গলাডা জ্বারা দেন,negative
"আপনি বুঝাচ্ছেন যে এইটা,এনেক কঠিন হয়ে যাচ্ছেআরেকটু সহজ হলে ভালো হত",negative
as per as I know that বাইনারিতে carry নয় borrow হয়,neutral
সুরুতেই এতো টাইটেল সুদাও ক্যা,negative
ভিডিও টা প্রায় ১০ বারের মত দেখলাম মাথায় কিছুই ডুকল না মনে হয় আমাকে দিয়ে আর হবেনা,negative
"আপনি বোঝাতে পারেন না, অনেক ক্রিটিক্যাল করে ফেললেন",negative
এই সালা কখনো গনিত বই হাতে নিছিলি।তুই তো ক্লাস 1 এর ছাত্র পরাতে পারবিনা,negative
30 থে‌কে 19 বি‌য়োগ না দি‌য়ে 30 থে‌কে 15 বি‌য়োগ দি‌লে logic টা কি হ‌বে? আসলে আ‌মি বি‌য়োগটা শিখ‌তে চা‌চ্ছিলাম। তাই logic টা বুঝ‌তে পা‌রি নি।,negative
ফালতু ক্লাস,negative
"এসব উল্টাপাল্টা শিখানোর জন্য টিচার কোথা থেকে পায়?? নিজের কনসেপ্ট ক্লিয়ার নাই কেন ভিডিও বানায়? শূন্য থেকে এক বাদ দিলে কখনো carry থাকেনা, থাকে borrow হল এর মান",negative
ভাল হয়নি,negative
,
বছরের পর বছর ছাত্ররা আপনাদের ক্লাসগুলো দেখবে। আপনাদের জন্য দোয়া করবে।কৃতজ্ঞতা অন্যরকম পাঠশালা,positive
আমরা অন্যরকম পাঠশালার প্রতি কৃতজ্ঞ️ এই কৃতজ্ঞতা মৃত্যুর আগ পর্যন্ত স্বীকার করব আর দোয়া করি ভাইদের জন্য,positive
ভাইয়া আপনাদের ভিডিও লেকচার গুলো আসলেই অসাধারণ। আামি একজন বাংলাদেশের প্রান্তীয় বা গ্রামের ছাএ।এখানে তেমন কোনো ভাল স্যার নেই।তাই আমি কোনো স্যারের কাছে প্রাইভেট পড়িনা।আপনাদের ক্লাসগুলো দেখেই পড়াশুনা করি।আমি একাদশ শ্রেণীর নতুন ছাএ।তাই আমার আপনাদের কাছে অনুরোধ আপনারা পদার্থবিজ্ঞানের থিওরি ক্লাসগুলোর পাশাপাশি বিভিন্ন গাণিতিক সমাধানের ক্লাস দিবেন প্রতিটা অধ্যায়ের উপর।তাহলে আমাদের মতো ছাএদের আর পদার্থে আর কোনো ভিতি থাকবেনা।তাই ভাইয়া আপনাদের কাছে আমার একান্ত অনুরোধ আপনারা গাণিতিক সমাধানের উপর ভিডিও দেবেন।,positive
"ভাইয়া, খুব সুন্দর করে আপনি বিষয় বস্তু উপস্থাপন করেছেন, আপনাদের কে অনেক অনেক ধন্যবাদ আজ প্রথম বারের মতো মনে হলো, ইন্টারনেট আসলেই কাজের জিনিস, আপনাদের ভিডিও টা খুব ই ভালো লাগছে ভাইয়া",positive
১৫ দিন পর hsc পরিক্ষা। আলহামদুলিল্লাহ সব ক্লাসগুলো করলাম।,positive
"অনেক সুন্দর ক্লাসগুলো,,বুঝানো হয় একদম স্পষ্টভাবে,,,ধন্যবাদ ভাইয়া",positive
"ধন্যবাদ ভাইয়া, এত ভাল ভাবে বোঝানোর জন্য। ️",positive
অনেক সুন্দর করে বুঝানোর জন্য আপনাকে অনেক ধন্যবাদ স্যার। Very Vary Thanks sir.,positive
সংক্ষেপে খুব সুন্দর করে বুঝান। Thank you vaia,positive
আলহামদুলিল্লাহ ভাইয়া অনেক সুন্দর ভাবে বুঝতে পারলাম আলহামদুলিল্লাহ,positive
সবকিছু স্পষ্টত বুঝিয়ে দেওয়ার জন্য আপনাকে ধন্যবাদ।,positive
"ভাইয়া, খুব সুন্দর করে আপনি বিষয় বস্তু উপস্থাপন করেছেন,",positive
কৃতজ্ঞ থাকবো সবসময়,positive
অসংখ্য ধন্যবাদ ভাইয়া,positive
"ভাল লাগল। খুব উপকৃত হলাম। ধন্যবাদ, অন্যরকম পাঠশালা।",positive
সৌরভ ভাইয়ার আরও লেকচার চাই।জ্যামিতিক আলোকবিজ্ঞান ও ভৌত আলোকবিজ্ঞান এর লেকচার চাই। please এক মাসের মধ্য দেন।please এই দুইটা chapter বুঝি নি।,neutral
অসাধারণ,positive
অসংখ্য ধন্যবাদ ভাইয়া,positive
দাদা এখন বিসিএস ক্যাডার,neutral
ভাইয়া আপনার পড়া আমার এত ভাল লাগে যে আমাদের স্কুলের ইকবাল স্যারের কথা মনে করিয়ে দেয়,positive
অস্থির ক্লাস নেন মাম্মা,positive
অনেক সুন্দর লেকচার,positive
ধন্যবাদ ভাইয়া,positive
অসাধারণ ভাইয়া,positive
"Physics, chemistry, math, sokol অধ্যায় এর video চাই",neutral
ইন্টারের নতুন ক্লাস আপলোড দেয়ার ব্যাপারে অন্যরকম পাঠশালা যেনো হারিয়ে গেছে...বারবার অনুরোধ করছি আপনারা নতুন সিলেবাসের আলোকে নিউ ক্লাস দেন,neutral
Diploma in Engineering.. ইলেকট্রিক্যাল সার্কিটস এন্ড মেসিনস্ {বিষয় কোড: ৬৬৭৪৩} স্কেলার ও ভেক্টর রাশি। {পোলর এবং রেক ট্যাগুলার ভেক্টর } please ভাই বুজান।,neutral
ভাইয়া আপনি বলছেন যে ডট গুণ আর ক্রস গুণ আলাদা. আাপনি ডট গুণ এর সুত্র দিয়েছেন কিন্তু ক্রস গুন এর সুত্র দেন নাই. একটু বলে দিলে ভালো হতো,neutral
খুব সুন্দর,positive
ভাইয়া আপনি যে সুত্র প্রতিপাদন করলেন সেইখানে আপনি ডট গুণন করছেন কিন্তু ক্রস গুণন কেন হল না ব্যাখ্যা দরকার,neutral
ডট গুননের জন্য - অভিক্ষেপ/ উপাংশ?,neutral
ভাই ভেক্টর ভাগ কেনো হয় না??,neutral
পদার্থ ১ম অধ্যায় একাদশ শ্রেনি কোথায় পাবো?,neutral
ভাইয়া এখানে আপনার ভুল হয়েছে সম্ভবত। কারণ উপাংশ= একক ভেক্টর *অভিক্ষেপ। এবং অভিক্ষেপ= Bcos$,neutral
Vai,neutral
ভাইয়া এখন পররাষ্ট্র সচিব।,neutral
অন্যরকম ভাইয়া জুয়েল ভাইয়ার লেকচার খুব দরকার । কারণ ভাইয়া একটা topic খুব ভেতর থেকে বুঝান।physics নিয়ে চিন্তা করা শিখান।please oner lecture den.,neutral
"A.B.=AB COSথেটা কেন হবে,SIN/TAN হলোনা কেন? ব্যাখ্যাটা দরকার",neutral
আপনার কোনো জবাব নেই স্যার!!!!,positive
এটা কি সবসময়ই Cos থিটা হয়?,neutral
পৃষ্ঠটান কোন রাশি?,neutral
গুড,positive
