text,sentiment
Ato bochor ki leka pora korlam,positive
vaiya apnar number ta den. plz,neutral
"Cls hok ba pvt ,e porjonto keu evabe sekhai ni , thank you sir",positive
Kotto picchi picchi lage vaiya k,positive
tnx,positive
vay freelencing nia shudhu 1 ta video r to nai,neutral
rombos er bepar ta ki hobeee???,negative
CIRCLE AR JONNO O AITA KI PROJOJJO,neutral
Vaiya Ami kharap Student ami tomay Halp korte chai,positive
Chamok hasan er ekta video tew dekhsilam,neutral
Romboser ketrofol kmne ber hobe ei formula dia !,neutral
10 minutes school 1 to 12 ey chanel ee to hsc er video nai...,negative
Ata ki 10 minute schooler prothom video?,neutral
apni asloee boss,positive
vi ajkha kubsohoja buja galam students dar bujata subeda hoba,positive
ki bolbo....... eto easy mone hocche ekhon formula gulu ........,positive
Speech hariyaa felsi.....bhai amder amne jdi sikhaito taile atoo bhejal hoto na amfer jnnee,positive
vaia shamantorik r rombus ta bad dsen vdeo te.. eta kno?,negative
vaiya geometric shapes gular nam English e bolo.,neutral
Ato sohoje kivabe bujhan sir....,positive
buji na video ta unlike day k,negative
"Dua kori viya,,apni sikka montrii hon,,",positive
Physics er sob class pachi na,negative
Jibongolpo dekhe aslm,neutral
Higher math vactorer class kub kom,negative
Arek to solve class lagto....,neutral
4 years pore aber datace,negative
Formula ekta bollei Holo???easy!!,neutral
osadharon......,positive
"vai apanke j ki bolbo jani na but ami amar friends der sathe apnake ekta kotha bole uposthapon kori r seta hocse, ""Ayman Sadik ekta jinis"".... vai kothata sotti. akgon jodi ai kothatay kono vul hoy please please forgive me. but ami etai boli. sorry vaia j apnar name dhore boli but r bolbo na promise.",positive
Ayman the vetki mas,positive
bro ato valo kore keo age bojhai nai,positive
osadharon legeche... ato sohoj kore keu kokhono bojhai ni!,positive
who is here watching this in 2023️,neutral
Aiman sadik vai ki BUET e porece?,neutral
vaiya apni ato sundor kore kotha bolen kivabe,positive
vai samantoriker ta bolle ektu valo hoto,neutral
lord of the rings theke newa title ta----one ring to rule them all,neutral
"jini lecture dilen, oi vaiyatar nam ki??",neutral
tnx vaiya,positive
Vai rombos k jode amra asta asta soja kore tahola to ota borgokhatro hoi.....tahola adar bar korar formula ak hoi na kno?,neutral
trapizium er khetre h kivbe dhrbo?,neutral
Ayman sir what is :D,positive
vaiya finas ar live video nai,negative
Vaiya upopaddo buji na.....plss eii problem ta niye ekta video koro,neutral
Formula kintu onekgula..,neutral
Ayman viya apni Bangladesh er gorbo,positive
Chomok vai best chilo,positive
Sir Class 7 ar bij gonit den Onusiloni 5 Pura ta....,neutral
Assalamualaikum Ayman bhaiya. Khub onnorokom lagche. Music na thakle valo hoto.,positive
Vaia :D ta ki aktu bolben,neutral
Ayman bhia tomer first video ta dekhei bujha jay tumi keno ato popular .,positive
vaiya soro vuj ar poncho vuj ar formula ki?,neutral
Osthir bro... emn kore Jodi sobay sob sub bujhaito Tahole Sei Hoito,positive
owaaaw..vaia durun silo...,positive
Ei video ta ami 2016 shale first dekhechilam. Tokhon ami class 2 te portam. Ekhon ami class 7 e pori,neutral
xD . Watch this video with 2x speed :v :v,neutral
brilliant manus,positive
last part ta khubi creative chilo,positive
joss,positive
course fee koto taka,neutral
asholei,neutral
Apnar class ta onk balo lagey apu.....,positive
"Alhamdulillah nijer somporke porichoy dite parbo temon kichu shikhlam, I'm happy",positive
apo apnar video gola onek vlo lage,positive
Tnx...api...class ta onk valo laglo. FIRST time joined.,positive
Hi moonjarin Apu Apnar class khub Valo laga,positive
Munzereen api onk cute,positive
Valo laglo video ta,positive
Apner video gulo ami shomoy pele dekhi karon api khub sohoj vabe shob kisu uposthapon koren….Thank u apu….,positive
Amar akjn favorite manush apni️,positive
Thank you apu kub sundor kori bujaccen,positive
New kiso den ai sob class,negative
Onk valo vabe bujhiye den apni.onk donno bad,positive
Apu ami low niye porte cai kintu ami English ekdom kaca...ami ekhn ki vabe English porbo..kothay vorti hole engilsh e vlo korte parbo...r English ki vabe porle ami low porte parbo.plz janaben apu plz...ami English ekdom zero level theke soro korte cai.. Ektu janaben plz,neutral
in sa allah aj thaka suru korlm,positive
Apu dhonnobad ato sundoe akta class dewar Jonno.,positive
Apu osadharon bolcen,positive
Apu Ami English akdom Pari na Ami kivabe English shikbo plz suggest me,neutral
English shikhar jonno kivabe ki korbo aktu Jodi bolten,neutral
Apu apnar english sikhar boi ta kivabe kinbo aktu blen plz,neutral
"Mem,Ami apnar class korte chai,plz Ripley diben Asa kori",neutral
Apo ami SSC 2023 ami ki porikkhar por join hote parbo?? Amr kiso friend ase tara o exam ar por join hote chay,neutral
Apu india theke kivabe batch tay join krbo?,neutral
Apu class 2 Kobe ashbe,neutral
Batch tai join krbo kivabe?,neutral
Apu ami online vorti hote chai ki Vabe hobo?,neutral
Ami English kotha shikte chai,neutral
Apu ami apnader boita kinte chai akhon ki babe kinbo because ami thaki qatare so please say to me ki babe ami boita kinbo,neutral
Ami botte hote siay,neutral
Ami vorti hte cai,neutral
faltu,negative
Ami milate pereci,positive
Casta kori nai,positive
Ami 50 scend milate pari,negative
Baler trick botla,negative
Easy sotro dakan,negative
Aj ka ami video ta dakchi sikha gala insa allah ami blobo Ami oneok video dakha chi khichu bujta pari ni,positive
Vaiya baki porbo gula koi,neutral
Amar mama 37 second e milate pare ami 4 minute e,positive
Vai 1:15 second a done,positive
mc.. Bokacoda,negative
Vai 1. 20 sec lage,negative
Ami 1 minute a pari,negative
Vai next video ta dan...plz,neutral
Alhamdulillah Onek Upokare asce video ta,positive
bal,negative
Ami 30 second e milate pari onno akta video dekhe,negative
Ami 180 ° Angle ta bughte parchi na,negative
Nice video,positive
Ada.minite.milate.parbo,positive
Ai vidio tar part to.,neutral
ami parci,positive
Hadapan,negative
Vai apni to bolsen 5 minite milanor kotha..video to 14 miniter,negative
Vai tor video daka mona hoca ki korta queb nilam,negative
Video tik asa but basi vat bokan,negative
Motif bacha 1ta bar brr ko chudash,negative
Ami partisina apni sohoz upai den,negative
bal,negative
Ami 2 minite milate pari,negative
Amar to pink nai red acha,negative
Kotta,negative
Kotta,negative
,
Mathay dukena,negative
Ami Patta Sinha na,negative
Ami 3:21second e solve korte pari,negative
Kharap vidio YouTube -e charen keno,negative
Next vedio please,neutral
Halar put easy hoila video 8 minute ar ka 2 minute ar hoibo,negative
Ame 1 minit 45 secand a milatepari ata amonke bepar ata amar bam hater gel,negative
Ami 30 second e miliye debo,negative
Amay teto color konta seta dekhio kintu.. Ami sukto kre khabo,negative
Ami jkn holuder pase sada ani tkhn sadao besi ase and 80degre ghurwy thkn sadar ++ hoyna onk gulo sada chole ase,neutral
Falto Nijey Pare Na Aber Onnoke Sikhate ase Falto,negative
Bhai tuye ja speed e banachchish ami toh ar aga baniya falachi,negative
Ami milata Pari,positive
1 minute lage amar,negative
Guuuuu,negative
..amio perechi...,positive
Ak pash je keu mila te pare na jeny bul bal shissen age apni nijy shikun,negative
4part shikhbo,neutral
tnx,positive
T kore te pari ni,negative
A- solver app diya e kora jai,neutral
Piramix cube ta pari Alhamdulillah,positive
Porer part gula kibhabe milabo?link ta ektu den plz,neutral
Taratari porer video pathaben,neutral
Sorom dilen,negative
Bal tmr camera korte paris na e dhon kois kn,negative
Vaiya apner video dakhe jibone first cube solve korlam thank you,positive
"Thank u so much, ei matro apner video dekhe 1part milate perlam.",positive
10 bochor hoiya Galo kinto ak paso milai ta parinai,negative
vai Dark Cube milano Chai,neutral
Just 1 din age shiksi and 2:39 second e done,negative
Ami tin secende milaite pari,negative
Thanks you Baia Kub shohoj vabe apni solve kora shikiye chen,positive
Vai ami 56 secoende cube milata parchi thank u vai Love u thank u so much vai,positive
"শুয়োরের বাচ্চা, এই rubiks cube theke Tor brain beshi twisted",negative
14 minit dore bose bose sikhlam 5 minite kivabe solv kora hay,negative
2 part plz,neutral
Part 2 koi vaiya..?,neutral
Vai ami age kono app chera milate pertam na akon ami aper video 1to2 watch ami milate pari thnks bro,positive
Tnx dada,positive
"Rubick,s cube what",neutral
ami akhon pari,positive
"Vai amar to ""T"" shape hocche na",negative
Wahhh...,positive
vai evabe shikale kew ki shikhte parbe????,neutral
9 bosor dhoreo parsi na,negative
"vai amar to, saide e T hoy na",negative
Apni 5 minita solve koran ....But ami 2 minita solve kori,negative
"Atokkhon ghuranor por bole, age atotuku milate thakun",negative
bhai apnar budo anguler angti taki konodin ber hobe,neutral
Porer part kothay pabu?,neutral
Vhi ammir ta mela no,negative
Apni 5 minita solved koran kintu ami 2 minita solve kori,negative
Khub bhalo.,positive
180degree angle কীভাবে ঘুরাতে হয়,neutral
Sutmarani fut 1ta milini sobai pare,negative
Ami video ti download kore rekhechi.,neutral
tor baper kolla,negative
Onek diner shok milata parini atar 3 ta part dakher parsi tanks singer sakib,positive
Thur hed---',negative
Thenk you so much vaia Ami akta sutro vuji nai apnar ta vujci tnx,positive
Tnx,positive
Cube tar dam kt?,neutral
amito perechi. shudhu sutro guli mone rakhye hobe,positive
mon diye shunte hobe tahole parben,positive
A ta amra busti parini,positive
Yellow ta milce na I mean t hocce na,negative
kicui buiji ni r pario ni,negative
Vai apne ki parenna je pora ta dekhan nai,negative
Goya dega,negative
Maney maney thank you brother🇦🇷🇧🇩,positive
Plz shobai amr channel er video dekhen valo lagle channel subscribe korben dhonnobad,neutral
1000iq solver.Great bhai ami onek khujesi kintu shob vezal apnar ta ami 5 second e bujhe giyesi,positive
Bal bujhaisish tui. Ek dik dekhay klanto sala time waste,negative
Ami paraci,positive
onek onek donnobd,positive
sl btpr,negative
Colour naki bolo,neutral
SAWAN,negative
Bojanor jonno thank you,positive
1 sude milano aro easy atato hard niyom,negative
durr bal hugar cube,negative
Vai aponar rubix cube ar Cooler vinno kano??,neutral
Ami khali 1 ta pari,positive
Khub valo vai,positive
Balar bogayso,negative
Tui sala budai Anita Ami aro onek Valo at sohoj vabe pari,negative
porer video koi,neutral
baal,negative
Amar mathai kichui dhokche na,negative
Hate hate sohoje sikhano jay...video dekhe sikhano kothin,negative
Bi,negative
Vai hoi nai,negative
Ata theke balo cube solver e giye solve kora,negative
Single mile na,negative
tnx,positive
5 mins ble 14 mins er tutorial diye dise,negative
2 minutes e milate pari Alhamdulillah,negative
Dorkar nay vai matha betha korce,negative
Next video vai,neutral
2 minutes are kotha bola 14 Minutes are video banai fallan,negative
Nicr vtuo,positive
Amar baler video eta,negative
তাড়াতাড়ি Next part dan pls pls,neutral
Thanks vaiya shikhe gechi,positive
Bhai 2000 bar apner viedio deklam tao parlam na,negative
Uncle Ami sudu acpash milate pari.please amak Shikhia dan,positive
10 minit 10 bar milate pari,negative
Onik kisu exta vab mesa,negative
Partam but vule gsi,negative
Bhai Tumi ki amar sate kota bol ben,neutral
Bahut valo laglo,positive
Bncd..,negative
Er porer video link???,neutral
Ami 30 second a rybiks cube solve korte Pari,negative
Rubik's ar formula ki ?,neutral
Ay video 6 millionsl view pailo kmne buji nah baba,negative
Ki to video banai li ki su buj lamna,negative
Bhai ki bolbo sober ta bhua ami apnake sub korlam big fan milate pari,negative
Vai.ami...13..,negative
besi kotha bolen bok bok bok bok,negative
Toi nija milate paros na,negative
Vai apni color chinen na,negative
Dhona bad,negative
Bolod,negative
Khankir pola,negative
Eto somoy niye ekta part...,negative
Amar 1 minute lage,negative
Ami ekdin e sikhchilm aro 4 yr age,positive
faltu video likha akta dekhay arekta lol,negative
Ami 1 minute a milai,negative
"Next video den,,,,",neutral
VI hso ks,negative
5 minite onek time.,negative
Nc Parsi Vai,positive
Sala,negative
Bhai ami 1 side e pari Pura ta na,negative
Bhai Ami cfop method diye solve Kori under 40 sec,positive
Vai ami 6 Bosor dori,neutral
AMI JIBONA PARBONA,negative
Ami 1.30 milate pari,negative
Kobe thake try kor6i tobuo sikte parlam na,negative
Tur bonke chodi koba soda a bal sobai pare sala 5 nambar sotrota ko bainchod,negative
5min??? Ami to 1min e solve korte pari tao abar puro cube ta by the way Thank you jara solve korte pare na tara sikhte pare tomer video dekhe,positive
Apne ki blue na bole bulu bolechen,negative
Modna,negative
Apnar ring ta amar kache ache,neutral
Vai ak pass to pari sob gula milabo kivabe sei video den,negative
Valer video,negative
"Sob kodi to apnr moner moto thake na miya,,vinno niom o dekhate parten",negative
Ami pari vai,positive
Ami pari,positive
Baki robins ogula milabo kekora,negative
Faltu vdo atotoku amio pari.....,negative
Ami 1 dine shikhcbi,positive
Amar nai milate pare but Ami pari na tai,negative
porer vidio den,neutral
30 years ago but I try to solve the Rubik’s cube,neutral
Halarpu Hala second part ER Nam nai ar ei video two tui khali bok bok e korli na dekhaya,negative
Dhur miya eita to pari purota kivabe milabo?,negative
Alhamdulillah ami perechi sompurno milate apnr vedio dekhe gd job.,positive
Outstanding broo️️,positive
Bulu na blue,negative
Sala madari ki video dichu ata men tai to nai,negative
mangger bata re,negative
Bujta. Parcina. Kamkora. Milay,negative
Soj. Kora. Dakhan,negative
Vai bollan to 5 minit taila apnr vidio 14 minutes knw,negative
10 bocor daki 21bocor akon abo fariana e trig deika 1k minutes parilam,negative
Bulu color na vai eta hobe blue color,negative
"5 minute er vedio 14:17 second dhore dekha ami,",negative
Ishhh,negative
Jara Jara sikhte Chan Tara msg korun,neutral
Ami full cubes 1min a pari,negative
Ami ful 1min a pari,negative
Ami 1min a pari,negative
2minit o lagbo na vai,negative
Ar thakao sohoj pothotia ami mila ta pari,negative
Abal nki Amar friend 1 minute e milay,negative
Dhur,negative
ami bisi bhalona karon ami 2 din dhore rubik's cube solve korar ches ta kori,negative
samsa nai ami sob dik miliye diyechi apni jodi sikhe chan ami sikhabo,negative
vaia jodi colour ta ak konai taka tokon ki kora white colour ta yellow ar maja anbo,negative
But apnr teke shikar por na vaih Ami onnor Jon teke shikesi vaih,negative
Vaih Ami 3 minutes er madde milate pari,negative
5 minutes leka 14:17 minute Mileham,negative
tore garan dorkar mander po,negative
Ful stap when to relis,negative
tora paya loy,negative
Tnx vai fist time milate parchi..tnx...very..tnx...,positive
baler video odek,negative
Baler video,negative
Poca,negative
Vai porer video pathan,neutral
Vaiya ami 2 minute pari,negative
Vai baki kivabe korbo,neutral
Hoy nai,negative
Vai 40 schand laga bro tome aga milino shiko,negative
naice,positive
Part 2 chai.,neutral
"Bai same miliye ci apnar moto kore, akon porer ta baki",negative
Vae onek bocor por e cube milate parlam.,positive
Onek Thanks viya. Ai porjonto thik thak e milate parasi..,positive
R a ek saide to amr 1 minit o somoy lage na vai r apni ek saide milate ei 14 minit niye niche faltu kutakar,negative
Amar 5ta shada ashche,neutral
Bl,negative
Thanks vai. 1 din a hoye gese,positive
Two day pora parlamna,negative
Ami sudhu ek paas milate perechi,positive
Vaia Ami Apnar Next Part Gula Pai nai,neutral
Peresi,positive
Kisu hoi na,negative
Bhai 190 bolte kindly bar khorono lagba ?,neutral
Mela Te Pare ne,negative
Ami kunden parbo na,negative
Abal bujhaite paros na,negative
O vaieeeeeee maro mujhe maro hoy na amar dara️️,negative
bai ar paran na naki,negative
Onek. Ceshta koraci pariny,negative
Nije age shikhe ai,negative
Vaiya pore part golo koi ami koje pai na,negative
Video bananur somoy Karo Coll ase prom sunla,neutral
2 minutes e shikhe felun,negative
Baler trick disos,negative
Amar akta classmate ase je 3 minutes a ata solve korte pare,neutral
Vi Ami ak din sik bo,positive
Kemon Dada koi bughtu parlam na,negative
Faltu . Erkom kore keyo bujhay ajob,negative
Wow thank you so much ami akbar chesta kore6i r melate o pare6i apnar video ta dekhar por,positive
OI PODNER PUT KHANKIR POLA 14 MIN DHOIRA BAL FALAISO MADARIR BACCA KHANKIR POLA TUI SAMNA AHIS CUBE TOR PUTKI DIA DHUKAMUM,negative
Full complete korte 3minute lage amar.,negative
Robicube,negative
Milayte Pare na,negative
Vai er porer part den please,neutral
Corner gulu milatee pari na,negative
milate perehci,positive
Dur miya aite milaite to Pari,negative
180 degree angle e ghurie dibo hahaha,negative
। ami akta app diya solve korsi. Ai app ar nam cube solver.,neutral
tor mar hedaa,negative
Ami 2minute e milate parbo!,negative
Dur mia oi ekpas to ami 25second e mily,negative
Bhai apnake onek onek Thanks,positive
Apni 14 Minuit dhorea milalan,negative
"Shala,, Bolder Baccha ....",negative
Bal milaiso,negative
Vai Amar pase sada ase kemne anbo,negative
Ami 10 seconde pari,negative
Cube tor galer vito dukabo,negative
Vai 2nd part ta den,neutral
eita hard cilo,negative
oh ami pari na,negative
Bhi nil kalarta miliachi kintoo amar shodho syda tai apnar moto hoiacha ar shob olta balta ata ki bhaba thik korbo,positive
Ami 10 sakanda pari,negative
Vai ami 1 min a pari,negative
Ara pagol,negative
Hai dur kigu otokha Jani ra bakibajuda betha bang,negative
Thanks vaia Alhamdulillah ami 3 minute e milate perechi,positive
Balkama purata na dia ️️️️️,negative
Apni bolchen 5 min a milata parbo ar video korchen 14min ar vai,negative
Bulu na,negative
Vai pari na,negative
Aage nije sike nean. ,negative
Kormu na subscribe,negative
Halar put,negative
Ki valda na parso.faltoo video.,negative
Fast করো fast,negative
Modon,negative
Salaa Tor video chudi na,negative
age nije valo kore janen ata ato time lage naki ar ata avabe kore naki,negative
Vai tui to nijei parish na....,negative
(Ayyyyyy bondhu ra hoye geche) extrem level ler kushi,positive
amr 1.20s lage r apnr 5min,negative
akta milata pari sobe golo dakan,negative
Amar to 2 minute lage,negative
i likd varry nice,positive
Natkirpo hudai 14 minute noshto koraili,negative
Sala 1st 3 sec mute rakos kan,negative
foul...,negative
2nd step ta chai,neutral
S steptor Sakte chai,neutral
A second step to delay Bhalo hai,neutral
Vai next steps Kobe hobe,neutral
1 3 layers easy,positive
Bhaiya on a boring,negative
Misleading report kore disi. Keno caption a likhla na akta color milaba?,negative
"Bokachoda,,ota misty colour noy..ota pink colour",negative
Chor,negative
Pink ne,negative
Ato khothin,negative
Eksife milaite ami sutro charai pari,negative
5 second e banai 1 side,negative
Faltu,negative
Noti,negative
Pura baje hoice.....,negative
Age shikhen,negative
Sala ra,negative
ak pas Rubiks Cube milano ami age thekei jani,negative
Boka,negative
Harami pura ciub milano daka,negative
Amar ata Pura solve Korte maximum 2.20 second lage Minimum 1.40 second lagbe... 14 minute ar video te 1 side milai,negative
Ami ay prothm,positive
Hala bolod,negative
faltuuu,negative
Ulto palta video banan kano 5 minuter kotha bole 14 minuter video,negative
Ami 20 sec,negative
Vai apne one side milanor vidio disen Kajta thik koren nai One side chesta korle shobai milate parbe Jottosob,negative
Dhur hala,negative
Koilo 5 minuite dise 14 minuite abar koi sucsribe korte muri kha,negative
Bal korco ato somoy,negative
Ami 10 s,negative
Age nije valovabe sekh tarpor manuske sekhate asbi. Sala....,negative
Datt bolda er por gula koi,negative
Ami 6 seconde milaisi,negative
vallo laglo na,negative
Ami 1minight a melaite pari,negative
Valo,positive
6s bast hahaha,negative
Ata khob soga mato 30 second lag ba. Ai vedio ta onak long.,negative
halar pur re tor boin o tor thaika taratari parbo... mejaj ta kharap koraia disososossosoososososososososoos,negative
Amar ata ulta palta gacha amake thik kore dita parbe,negative
Tor mare bap 7up,negative
One minits er beshi ektu somay lagbe nah amar,negative
16 second,negative
Pagol...eta to amiopari,negative
Ami 1 minute a pari.🇧🇩🇧🇩🇧🇩,negative
Ami ak মিনিট a pare,negative
Vai koob volo solve,positive
Ami pari,positive
Ai.miaporarta.ka.shikhaba,negative
Milano hoya gacha,positive
Naxt part,neutral
Tor video tor kase rakh 1 side solved korte 14 minites lage amar kase ais 1 minite solved koira divo,negative
Naxt part,neutral
Tor video tor kase rakh 1 side solved korte 14 minites lage amar kase ais 1 minite solved koira divo,negative
Butper,negative
Faltu...,negative
"Ami 1 minite pari,",negative
Nc,positive
"areh jara notun sikhe tader o 5 minute lage na , ar apne bolen matro 5 minute milan , lol",negative
vai ata amar milata shomay laga 2 min,negative
Hala bokachoda.. 14min a 1st step milaise 1st step milaite te 1min ow lage na,negative
Onek valo laglo Vai aro den sobgula,positive
Nais vidio,positive
Singer rakib Mane hoche bathroom singer,negative
Amake apni kore bol.,negative
Na apni janenna janle pura video den,negative
Pura video ti den,negative
ami 1 side milaite pri.vai,positive
Ami perechi,positive
Thnx white side ta melano sikhe ga6i,positive
amar 32 sec lage,negative
Kichui bujhte parlam na.,negative
"Chudir bhai 5 minter khota koia 15 mnt gelo tabo millona,",negative
khub vlo,positive
Ara vai 1 side 14min Tahole 6 side 84 min Agle jodi jantam aita ekta abal marka video tale play kortam na Ek side milate just 45sec lage,negative
Khakir chele tore ki koisi huda ek pas milaite,negative
Ama baler video korce kno salai oi bujbe na,negative
4:23 aaaaaaabondhura hoye gace,positive
Ami 1 mnt 15 second e milai,negative
Via ami Pary mylata,positive
Ami 5 hour a o pari na wowwwww,negative
5 miniter kotha Bole 14 mnt,negative
sala vua,negative
Bakar Ami to 3minita kora dabo,negative
Shala bolod ato time lage,negative
magir pola aituku milaite 14 minit lage 10 secend lagena jetate,negative
Parle purota miliye deka 1 side milate amar 30 second lage. sala bolod.,negative
My best solving time is 39 sec,positive
Hey aita Blue...misty colour na ... Tacknik ta good..,negative
Open Cheleng 20 s a milabo,negative
sobar to r apnr moto position e kori thake na,negative
1 minute milanor kono formula den,negative
"Fajlami ta na korleo parten, puro ta milo nai dhuro",negative
Bolod,negative
faltu,negative
Laxmipur waz24........,neutral
Faltu,negative
tui to parosh na. faltu somoy nosto.,negative
Baloi,positive
Parini,negative
Sala,negative
Bhai parchina,negative
5 minute na 14 minute but thanks,negative
Abal to abali.abar subscribe korta koi,negative
Amar..1.55minit lage...,negative
Amar to milate 30 seconds lage.,negative
Nijai paris na manus ka bal sikhbi huday asca amr mb farot dy,negative
Apni nijei parenna,negative
Faltu,negative
1 min 30 sec a pari,negative
Bakwas,negative
5 min e hoe jabe bole 14 min er video,negative
Sagol,negative
Vai apnar there aro Valo kore milate pari..,negative
1tasadahochena,negative
Prothom process ta onek sohoje kora jai kintu tumi ja korle tate onek somoy lagbe ....jodi sohoj niyom ta sekho tahole amr reply dio ami no dibo call koro,negative
Amar 1 minit lagena,negative
Ami pach minite 4 cube solve korte pari ar apni 5 MINITE MATRO AKTA COLOUR MELLACHEN. DHUR AI VIDEO TA DEKHLE KEU JIBONE SHIKHTE PARBE NAI,negative
My cousin can make it in 15 seconds,negative
Sovgulo aksatha Milan,negative
5minitue e matru 1colore baah,negative
Soooo quick........,positive
ami to 40sec a malai,negative
Apni nije sikhe asun amader sekhate aschen,negative
Joghghono tutorial,negative
Thenks vaiya,positive
Iaura akta,negative
3 min a melabo,negative
hi hi haha pagil,negative
Madarchoth etni Lamba video,negative
Tui magir mare chodi. Time nostw korcos tui,negative
Paros na ja oi ta ko,negative
sala tui to vlo kore paris na abr manusek ki sikhabi,negative
Ar Tui to sla Last porjonto Melatei parlina,negative
tor moto bolod ar kothaw dekhi nai,negative
Vai ami 00:45 second pari,negative
Ami 3 pas milathe pari,negative
Tor to 14mint lagse amar 2lagbo shekanish amar kase,negative
Tora face dhakta parla tor basay gia kopaitam. Abarar moto baica gali,negative
Tomar goua mari sala,negative
Dhur aabal,negative
Dur beda amar lage 30 second,negative
somoyta nosto korlen,negative
Tui nijay e paris na..ak side to ja Kao pare,negative
Bokachoda ei sob baler kotha khale fel khankichudi,negative
Sala tui age sikh,negative
Ami 3 mnt a sob milaita pari.. R 14 mnt a o kora dekhaita perlen na,negative
Dur bl,negative
Vai oita mistina golapi,negative
.Waste of 14 minutes it takes me like 39 seconds to match only 1 color and 10 minutes to solve the whole cube,negative
Hur bada pagal pratham 2ta sada anchot akhan bhola gesot dekha ulat palta korsot,negative
Kya video hai Bhai log paisa sori karta hai lekin apne to hamara time hi sora liya 5 Minute ke bahane 14:17 minute laga diya,negative
Amar ১.৩৭ min lage,negative
Boka ekta,negative
Bak chodi ami 1 min a mila di tur mutun chuduri noi,negative
My nem sakib,neutral
Bukachuda,negative
Hmm Tui kanachuda banabi are Amra kanachuda hobo,negative
Amar 2min 50s lage,negative
Amr 2 minutes time laga,negative
milai si,positive
Sala podmara nije paris na abar anna ke sakyi sala gandu,negative
Pajil hoaso barir key ki jane,negative
Vaiya ami ak site pari kin2 pura pari na... Pura site kivabe milabo??,negative
Phaltu video.aktai jiniske hajarbar ghurie aki jaigai anche.JOKER,negative
15min a 1 partamr kac teke sikis aga tui,negative
Chandi amr..........,negative
Valo kore sekh tar por sekhabi,negative
1 minite a pari ba,negative
Vai 5 minit kan amar lasa asen 30 sec a mili deboo,negative
Bal er moto sajan???? Bal o paren na.... amar theke sikhe jan,negative
"Bal, ek videor modde sesh korte parli na,,",negative
Vai apnar dekhata lage 14 min apni age 5 min ta milan,negative
Du minit e hobe,negative
Ek ta kar le ki habe amar sathe kom petition kar bi to hare jabi ami puro ta banethe jani re 30 secomd ar mothe baniye dibo,negative
ami eta 1min.10 sec e milate pari,negative
eto pechan ke? sada diyai to first layer milano jay,negative
Porer part ta,neutral
Porer video ta aj banan,negative
Blue ke bulu bolis,negative
8.3 seconds amar record re gadha,negative
Faltu,negative
"Faltu laglo,er cheye nije easily milate pari",negative
Amr record9.12second,negative
amar 53 second ar record ase,negative
Are pagal ami ata 1 minite milate pari bara aya,negative
mader chood 5 minit ki chode tui deki 14 minit e korcoc,negative
Abe jhat ka Baal ek layer ke liye 14 minutes leta hai ! Aur use Robis Cube nahi Rubik's Cube bolta hai.,negative
Ar cheye kom somoi a milano sombhob,negative
"Dada apni amader eta sekhach6en naki sudhu bole bole matha khachchen , Sala er theke onko anek sahoj",negative
khub valo laglo vaia,positive
bohut kothin,negative
Aba Bokachoda bars atokon Dora aii dakachis,negative
Dada khub khub sundor valo habbi lagai ne,negative
Amr avarage 12seconds. Ar personal record 9.66seconds,negative
Accha blue na bulu,negative
nc,positive
Mader chud bangla,negative
Joss bro,positive
Bastat,negative
Ami 1 minute e korte pari...,negative
Tor bap o eta milate parbe na,negative
Kutta,negative
Bukachoda. 2 amr kache aye toke Milano shikiye debo,negative
Pagla,negative
Tnx,positive
Sup kuta,negative
ভাই ১৭ মিনিটে কি করলেন আরো ৫ মিনিত বলে গব মারবেন না ২ মিনিত তো গব মারি কটাই দিলেন,negative
Bokachoda eta kono video holo gudmarani r po,negative
nice,positive
Bal ar video ...,negative
hater antita khub sundor,positive
Pothome tui valo Kore shik tar por onno k sikha,negative
Vai osthir thankssss.................,positive
tor mare chu....... uchit.... bessar beta,negative
Bal o bujhi nai...hudai time waste....faul sob,negative
Salar put,negative
ami 2 minite milaite pari.....,negative
Sry to say but it is not misti colour it is pink colour.....at 5minute e shesh hobar kotha chilo athokkon lage kno....,negative
"sagol kothakar. 5min er kotha bole 14min nosto korlen, taw ek side milanor jonno. >:(",negative
"6 colours eksaathe kivabe melabi setar video banao.... Egulo amra class 3,4 a thaktei sikhe gachi..... Ektar por r Ekta.....",negative
Vai ata ami 1 minite milate pari,negative
Apnar ki matha nosto ek bar sikhle sobai 2 minit a milea deba,negative
Parobarti angsha,negative
Ami 1 min 30 sec a solve karechi,negative
R a miya vlo kicui bujte prci na ki bojccen ami apnake 7mint a bany dkhy dibo,negative
bal sekaiso,negative
brother tumi ki color blind naki??,negative
onek beshi bok bok korso vaia..purai 4th class er video..,negative
Age nije sikun. Bayadob,negative
4*4 tao milate pari,negative
vai 10 secend lage ata milate,negative
Halai Ekta fayol,negative
Ami matra 1minite kore dibo,negative
shalar pot,negative
khankir pola pura milaicoc na kano? Magir put pura milaiaa tarpor video upload disc .,negative
bai toi milaite parosna shudu shudu time pass koros khn tui amak bol ami 2minite a miliye dei,negative
Akto kotin,negative
misty color na vai...strawberry flever,negative
misty color na vai...strawberry flever,negative
"Madarchooooooooooooooood Tor eii sawar video deikha amar....... Na jaina video des ken, khankir pola tui to ghuraitei paros na!!!",negative
Chudirbhai,negative
